indicador,fecha,kpi,nota,store_nbr,disponota,fecha_ejecucion,relleno_disponota
STOCK BINEO,2023-05-31,28.5,2.0,13,7.3,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,44.69,9.0,205,7.7,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,48.24,8.0,508,8.43,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,43.34,9.0,218,7.19,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,29.2,5.0,285,6.3,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,69.57,9.0,4,9.39,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,62.02,7.0,615,9.25,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,58.72,10.0,79,8.21,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,55.89,6.0,605,7.88,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,51.02,8.0,598,7.83,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,43.48,9.0,218,7.19,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,99.26,10.0,7,5.86,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,40.79,6.0,186,4.94,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,62.17,7.0,681,8.23,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,43.82,7.0,121,7.95,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,40.88,6.0,592,9.2,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,49.99,8.0,98,7.18,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,47.12,9.0,445,8.96,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,69.83,9.0,615,9.31,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,45.17,9.0,235,6.94,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,49.19,9.0,246,8.76,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,60.67,7.0,650,7.6,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,46.66,7.0,506,8.08,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,53.61,9.0,122,8.31,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,56.3,10.0,3,6.16,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,46.82,9.0,469,8.44,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,42.12,8.0,203,7.16,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,48.17,8.0,997,9.09,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,43.7,6.0,545,8.19,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,47.26,3.0,1,7.85,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,37.55,1.0,603,6.95,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,48.2,8.0,985,6.01,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,32.7,4.0,556,8.35,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,56.77,6.0,611,8.45,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,10.42,1.0,207,6.8,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,59.13,7.0,165,8.11,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,43.79,9.0,458,6.43,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,55.17,10.0,97,7.09,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,53.11,9.0,565,9.01,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,48.32,8.0,490,8.3,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,41.58,8.0,213,6.2,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,56.69,6.0,74,8.28,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,73.16,10.0,68,7.36,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,53.12,9.0,122,8.31,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,15.32,2.0,299,5.43,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,51.21,8.0,686,8.49,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,69.37,10.0,76,8.17,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,48.11,9.0,202,5.85,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,53.87,9.0,75,8.26,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,48.58,9.0,259,7.21,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,30.52,3.0,478,7.47,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,43.0,2.0,60,6.78,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,47.46,7.0,565,8.61,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,63.94,10.0,35,8.84,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,37.45,7.0,469,6.67,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,36.42,5.0,587,7.4,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,42.05,6.0,169,7.77,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,56.9,10.0,583,8.93,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,45.74,7.0,93,6.97,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,37.97,5.0,594,7.75,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,45.28,7.0,467,6.91,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,42.78,9.0,294,6.76,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,42.47,,5,,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,57.22,10.0,608,8.32,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,41.94,8.0,228,6.99,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,44.45,9.0,214,6.48,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,55.18,6.0,619,7.69,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,47.14,9.0,214,5.93,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,86.68,10.0,647,8.97,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,54.51,9.0,490,8.5,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,63.91,8.0,611,8.85,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,52.0,9.0,784,9.18,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,41.81,2.0,16,7.88,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,35.03,4.0,556,8.0,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,54.48,9.0,122,7.77,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,51.84,5.0,129,6.77,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,36.11,6.0,442,6.56,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,58.45,6.0,61,8.42,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,60.46,7.0,991,8.71,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,46.36,7.0,997,8.89,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,59.28,10.0,461,7.7,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,74.09,10.0,159,6.66,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,52.89,9.0,44,7.9,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,52.51,9.0,618,8.18,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,61.44,7.0,612,8.22,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,50.66,8.0,626,7.6,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,61.18,10.0,947,8.34,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,38.54,5.0,425,8.18,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,81.02,10.0,939,6.59,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,41.72,6.0,771,8.06,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,107.52,10.0,996,5.87,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,38.51,5.0,556,8.75,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,47.33,3.0,180,6.71,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,88.19,10.0,19,6.48,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,54.6,9.0,607,8.5,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,29.17,5.0,201,6.08,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,56.15,10.0,50,9.0,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,44.11,7.0,987,7.26,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,47.26,7.0,504,6.92,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,34.46,,5,,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,47.6,9.0,484,5.79,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,34.19,6.0,469,6.37,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,52.36,5.0,18,8.25,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,29.73,5.0,216,7.94,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,46.12,9.0,268,7.33,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,54.35,9.0,736,8.32,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,43.04,6.0,682,7.5,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,48.89,8.0,598,8.1,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,59.39,7.0,681,8.48,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,63.79,8.0,934,8.43,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,42.25,6.0,490,7.9,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,69.06,10.0,570,7.12,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,58.95,7.0,645,8.54,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,42.34,6.0,84,7.85,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,39.81,5.0,537,6.56,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,51.64,9.0,17,8.51,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,60.83,10.0,66,8.58,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,39.19,5.0,623,6.9,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,68.47,9.0,40,6.65,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,70.92,10.0,802,9.31,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,31.27,5.0,498,6.11,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,52.74,5.0,129,6.67,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,15.93,1.0,168,7.58,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,29.55,5.0,498,6.11,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,36.7,5.0,501,7.98,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,55.22,10.0,456,9.01,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,44.42,7.0,457,8.11,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,53.95,9.0,635,8.56,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,55.43,10.0,980,9.72,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,34.61,4.0,198,7.46,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,46.03,7.0,992,8.95,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,56.77,10.0,122,8.36,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,53.14,9.0,787,8.28,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,60.36,10.0,558,8.49,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,41.52,6.0,545,8.58,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,42.54,6.0,156,8.69,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,69.6,10.0,76,7.81,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,50.0,8.0,773,8.57,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,32.08,3.0,540,6.8,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,54.48,5.0,196,7.69,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,67.64,10.0,269,7.67,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,54.46,9.0,80,7.79,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,38.62,5.0,945,7.34,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,42.52,2.0,8,7.16,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,44.55,7.0,93,6.97,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,65.52,8.0,687,8.4,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,62.24,10.0,607,8.19,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,32.34,3.0,451,6.38,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,48.69,8.0,580,8.4,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,50.74,8.0,566,7.6,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,56.06,6.0,523,7.99,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,70.75,10.0,161,7.3,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,37.47,7.0,462,6.76,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,68.96,10.0,959,7.19,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,47.88,9.0,274,7.27,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,58.78,10.0,508,7.54,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,49.57,9.0,202,6.61,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,59.74,10.0,531,7.65,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,56.38,6.0,1,8.45,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,33.39,6.0,458,6.65,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,49.7,4.0,677,7.11,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,31.59,5.0,488,7.71,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,57.07,6.0,624,8.44,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,40.24,7.0,294,6.36,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,57.99,10.0,736,8.25,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,46.84,7.0,93,7.33,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,56.67,6.0,613,7.76,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,36.95,7.0,280,5.53,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,50.62,8.0,506,7.73,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,73.55,10.0,68,7.36,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,56.99,10.0,194,8.95,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,55.56,6.0,744,8.22,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,37.13,5.0,501,7.98,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,42.32,6.0,519,7.26,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,45.87,7.0,987,7.11,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,43.01,6.0,528,7.54,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,44.27,7.0,87,7.18,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,69.19,9.0,4,9.39,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,37.32,5.0,554,5.85,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,52.71,9.0,508,7.84,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,61.91,7.0,680,8.31,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,48.92,8.0,566,7.6,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,40.93,6.0,439,6.61,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,29.27,5.0,285,6.3,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,60.48,7.0,174,8.41,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,74.11,10.0,608,8.02,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,49.19,8.0,48,6.84,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,61.61,7.0,613,7.96,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,50.78,8.0,538,6.47,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,79.84,10.0,513,7.16,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,35.4,4.0,534,7.9,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,43.39,6.0,137,6.99,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,69.84,10.0,76,8.17,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,53.57,9.0,58,6.53,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,34.48,4.0,170,7.43,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,74.95,10.0,727,9.15,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,56.63,6.0,802,8.51,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,58.33,6.0,764,8.45,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,44.76,9.0,215,7.3,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,54.64,9.0,97,7.26,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,59.18,10.0,578,7.67,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,60.35,7.0,140,8.21,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,53.35,9.0,182,8.6,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,51.77,9.0,454,6.7,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,42.56,6.0,679,7.31,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,48.2,9.0,246,8.76,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,72.06,10.0,159,6.78,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,56.56,6.0,140,8.01,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,52.74,9.0,36,7.95,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,49.34,8.0,504,8.37,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,39.25,7.0,230,6.66,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,56.24,10.0,75,8.46,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,28.25,5.0,227,8.27,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,43.28,9.0,294,6.76,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,40.23,7.0,206,6.93,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,68.86,10.0,526,8.5,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,37.81,5.0,590,7.72,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,54.03,5.0,514,8.0,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,28.91,5.0,239,8.27,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,53.28,5.0,139,6.63,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,52.87,5.0,139,5.99,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,68.54,10.0,947,8.69,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,36.83,6.0,213,6.17,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,60.8,10.0,727,9.27,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,53.64,5.0,1,8.25,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,57.25,6.0,52,8.28,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,38.54,1.0,2,7.43,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,44.24,7.0,49,7.54,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,34.59,4.0,587,7.22,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,60.05,7.0,681,8.48,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,53.35,9.0,500,8.78,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,58.62,10.0,598,6.62,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,57.31,6.0,645,7.95,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,53.47,5.0,619,7.49,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,46.65,7.0,62,7.21,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,46.92,7.0,93,7.33,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,43.76,7.0,557,8.19,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,61.78,10.0,972,8.7,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,51.16,8.0,671,7.14,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,51.93,5.0,643,7.91,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,49.92,8.0,632,6.98,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,67.31,9.0,802,9.11,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,73.32,10.0,159,6.66,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,59.6,7.0,699,7.38,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,45.51,7.0,99,7.64,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,62.05,7.0,40,6.79,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-04,47.32,7.0,93,7.33,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,31.49,5.0,216,6.14,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,46.07,7.0,78,6.79,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,240.5,10.0,683,9.08,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,67.69,9.0,525,8.53,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,55.88,10.0,96,8.65,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,48.38,8.0,572,7.17,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,36.4,1.0,16,6.96,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,46.51,7.0,32,7.88,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,81.2,10.0,939,6.17,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,56.36,6.0,524,8.68,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,49.56,9.0,210,6.9,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,57.15,10.0,275,9.21,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,39.9,7.0,443,6.19,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,58.68,6.0,613,7.66,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,54.91,5.0,645,8.14,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,59.14,10.0,526,8.65,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,63.72,10.0,66,8.43,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,48.81,8.0,53,7.65,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,59.06,10.0,194,8.8,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,54.26,9.0,684,8.27,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,47.9,8.0,686,8.61,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,31.97,5.0,256,6.08,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,6.24,1.0,207,4.67,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,31.22,5.0,204,6.22,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,63.36,10.0,269,7.67,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,68.31,10.0,977,6.78,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,48.14,4.0,619,7.64,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,49.87,9.0,420,5.83,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,46.61,7.0,591,8.44,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,45.94,3.0,74,7.68,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,58.44,10.0,461,7.7,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,31.31,5.0,488,5.91,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,42.22,6.0,504,8.29,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,44.29,7.0,57,7.68,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-03,68.44,10.0,736,7.85,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-29,54.37,9.0,75,8.26,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,49.55,8.0,72,7.39,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-31,46.74,3.0,657,7.34,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,51.63,9.0,566,7.55,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,48.84,9.0,201,6.88,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-01,46.48,7.0,77,8.46,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,51.5,9.0,505,7.44,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-06-02,31.65,5.0,438,6.45,2023-06-05T07:45:17.601902,false
STOCK BINEO,2023-05-30,61.57,7.0,611,8.55,2023-06-05T07:45:17.601902,false
